gene_id	rf_importance
ENSG00000168079.16	0.05374710580310023
ENSG00000183034.12	0.03932374084762121
ENSG00000168748.13	0.036327033958696096
ENSG00000131096.10	0.0362878874678953
ENSG00000175832.12	0.03312564707693893
ENSG00000196950.13	0.03238914966660617
ENSG00000065325.12	0.03006975784024146
ENSG00000079689.13	0.029883465996878644
ENSG00000163347.5	0.026046636623350255
ENSG00000142959.4	0.02333333333333332
ENSG00000162706.12	0.02291263514902615
ENSG00000273604.1	0.022731957760468758
ENSG00000163815.5	0.022548805444265525
ENSG00000185432.11	0.022534543679327855
ENSG00000111846.15	0.022433318495528206
ENSG00000101255.10	0.01990488928799644
ENSG00000160712.12	0.019236510613042376
ENSG00000101187.15	0.016846113451672428
ENSG00000265688.1	0.01640359707703985
ENSG00000182271.12	0.01606845731065377
ENSG00000198121.13	0.01583161240913922
ENSG00000115263.14	0.012743626349798896
ENSG00000182938.4	0.012659226782435013
ENSG00000169860.6	0.012507840025236272
ENSG00000162461.7	0.01248653658277964
ENSG00000103888.15	0.01050309253620159
ENSG00000006704.10	0.00995221341691194
ENSG00000147724.11	0.009857571964320562
ENSG00000044012.3	0.009713814127951177
ENSG00000196660.10	0.009679331593260738
ENSG00000186198.3	0.009674192433537104
ENSG00000163412.12	0.009644407170142767
ENSG00000269404.6	0.009635139976753759
ENSG00000197273.3	0.009482674184358577
ENSG00000067113.16	0.009451257231151668
ENSG00000104435.13	0.009427553212286194
ENSG00000111404.6	0.009424970622419378
ENSG00000133316.15	0.009403167568556874
ENSG00000123560.13	0.009380306399960625
ENSG00000152785.6	0.009294363232177603
ENSG00000178773.14	0.0068842599604404245
ENSG00000168546.10	0.006857451426783225
ENSG00000149243.15	0.006818843838505879
ENSG00000108381.10	0.006598879168974654
ENSG00000245694.8	0.006555912330003615
ENSG00000124205.15	0.006530501381475047
ENSG00000165072.9	0.006526067219240886
ENSG00000226629.1	0.0065233476534813555
ENSG00000240498.6	0.006455372514185935
ENSG00000080493.13	0.006431813035562412
ENSG00000164379.5	0.006369832166216555
ENSG00000226087.1	0.0062795310320748155
ENSG00000180875.4	0.00627274542271563
ENSG00000197953.5	0.006220428547579908
ENSG00000172318.5	0.0061552211175244205
ENSG00000162460.6	0.006154414975620522
ENSG00000131188.11	0.006035829334785195
ENSG00000167705.11	0.005942549572206276
ENSG00000186416.12	0.003531713034012402
ENSG00000111110.11	0.0034441508254362675
ENSG00000122641.9	0.003356318991375962
ENSG00000133742.13	0.0033333333333333335
ENSG00000168447.10	0.003326309067742064
ENSG00000135549.14	0.0033231514295995945
ENSG00000164442.9	0.003284967910069134
ENSG00000248144.5	0.003268174829782575
ENSG00000114656.10	0.0032668497035818296
ENSG00000102683.7	0.0032638825116417607
ENSG00000187848.12	0.0032603938075459874
ENSG00000143171.12	0.0032445588886519873
ENSG00000166391.14	0.0032366303765932313
ENSG00000163497.2	0.0032144554573496137
ENSG00000171431.3	0.0031928360189049545
ENSG00000125851.9	0.0031815455824515735
ENSG00000164530.13	0.003178362902714271
ENSG00000120729.9	0.003163885405613973
ENSG00000147655.10	0.0031615727279912477
ENSG00000197561.6	0.0031580242914979804
ENSG00000166292.11	0.0031398706304294924
ENSG00000120149.8	0.003138511277074966
ENSG00000116833.13	0.0031155706112859015
ENSG00000170419.10	0.00309522673558003
ENSG00000165905.16	0.0030941032275636684
ENSG00000169432.14	0.0030775112819140405
ENSG00000197165.10	0.0030609527897832046
ENSG00000169862.18	0.0030447040102485933
ENSG00000259087.5	0.0030242825607064085
ENSG00000186462.8	0.002979143268964078
ENSG00000253549.5	0.0029699325565684383
ENSG00000172005.10	0.002930934503010934
ENSG00000279756.1	0.0029283825856938426
ENSG00000099953.9	0.0006913974048175586
ENSG00000141338.13	0.0006213844852710365
ENSG00000174939.10	0.0006084187851722319
ENSG00000101158.12	0.0006018192551987987
ENSG00000159263.15	0.0005807997561833661
ENSG00000060718.18	0.0005171850592994306
ENSG00000100146.16	0.00050956393790805
ENSG00000088836.12	0.0004787694615679006
ENSG00000127418.14	0.0004725532780622538
ENSG00000147588.6	0.0004712159027789549
ENSG00000119147.9	0.0004666877675687529
ENSG00000271447.5	0.0004545685563392393
ENSG00000105464.3	0.0004413155346698072
ENSG00000158106.12	0.0004063648348230023
ENSG00000224189.6	0.0004023988303223967
ENSG00000101189.6	0.0003929595972644505
ENSG00000253701.2	0.00037892829283732655
ENSG00000266176.1	0.00035990738666068206
ENSG00000163106.10	0.00035720651494228195
ENSG00000175497.16	0.0003350007138323055
ENSG00000104112.8	0.00032950139977875557
ENSG00000164932.12	0.00032860205251769814
ENSG00000185149.5	0.0003220255593912262
ENSG00000089327.14	0.0003099651984264363
ENSG00000146731.10	0.0003082037981788721
ENSG00000011201.10	0.00030803998760576266
ENSG00000008300.14	0.00030543779763243903
ENSG00000175785.12	0.00027498286658967123
ENSG00000134201.10	0.000273990108253694
ENSG00000166869.2	0.0002734967972310723
ENSG00000088826.17	0.0002692693696153832
ENSG00000118432.12	0.0002655880190467594
ENSG00000136271.10	0.0002632256280107457
ENSG00000170381.12	0.00026188474464335277
ENSG00000172572.6	0.0002521528355334566
ENSG00000079739.15	0.0002476756351879596
ENSG00000025772.7	0.00024475990948044673
ENSG00000179915.20	0.00024298232143075206
ENSG00000198074.9	0.00024082786451309017
ENSG00000166091.19	0.00023923010576966654
ENSG00000016602.9	0.00023680770553834437
ENSG00000125977.6	0.00023518507688274987
ENSG00000146151.12	0.0002350390367493055
ENSG00000248211.1	0.00023167612957642608
ENSG00000269186.1	0.00022014682076793615
ENSG00000117335.18	0.00021776272204743023
ENSG00000174015.9	0.0002134273973987435
ENSG00000101132.9	0.0002076662614456832
ENSG00000073711.10	0.0002043702248761036
ENSG00000030304.12	0.00020404136183573457
ENSG00000112232.8	0.00020140692742409737
ENSG00000266964.5	0.00019642004540715747
ENSG00000108244.16	0.00019510207475460531
ENSG00000197168.11	0.00019493566695429578
ENSG00000196754.10	0.00018992177819157944
ENSG00000171819.4	0.00018941239920205493
ENSG00000186038.9	0.00018813583560313627
ENSG00000214039.8	0.00018210608205443477
ENSG00000184292.6	0.00018082090188651308
ENSG00000198597.8	0.00017740892031633653
ENSG00000137872.15	0.00017530904183535794
ENSG00000204136.10	0.00016846718273431227
ENSG00000259862.1	0.0001633151491285198
ENSG00000165795.20	0.0001629724871814293
ENSG00000015592.16	0.00016221216274785028
ENSG00000153446.15	0.000160330597628739
ENSG00000144485.10	0.00015830529345640105
ENSG00000238042.5	0.00015819209039548058
ENSG00000125657.4	0.0001581920903954784
ENSG00000138678.10	0.00015757541990593716
ENSG00000077943.7	0.00015523765425115075
ENSG00000065609.14	0.00015469747447921964
ENSG00000181804.14	0.0001541156997183076
ENSG00000129451.11	0.0001525386811904713
ENSG00000185915.5	0.0001516466383278121
ENSG00000229694.6	0.00015138259966417813
ENSG00000102243.12	0.00015138259966417314
ENSG00000152642.10	0.00014914371926430232
ENSG00000196666.4	0.00014887961034963513
ENSG00000146469.12	0.00014793952931274867
ENSG00000265519.1	0.00014793952931274458
ENSG00000114455.13	0.00014782470679215718
ENSG00000163295.4	0.0001374495864278468
ENSG00000153823.18	0.00013231639246745588
ENSG00000224721.1	0.0001291539689449902
ENSG00000034971.14	0.0001273157821423598
ENSG00000137574.10	0.0001236924749741207
ENSG00000259417.2	0.00012305452528682428
ENSG00000188342.11	0.00011751165638574039
ENSG00000226320.5	0.00011620699551999046
ENSG00000188620.9	0.0001161887360944864
ENSG00000135423.12	0.00011525182631018443
ENSG00000278958.1	0.00011160629557642289
ENSG00000166920.10	0.0001058554006818578
ENSG00000196353.11	0.00010082486292664165
ENSG00000145287.10	9.670295674010207e-05
ENSG00000188373.4	9.670295674009829e-05
ENSG00000154080.12	9.54937161859854e-05
ENSG00000269667.1	9.328540363023234e-05
ENSG00000233670.6	9.328540363023045e-05
ENSG00000259823.5	9.22761516552571e-05
ENSG00000164120.13	9.132420091323814e-05
ENSG00000139433.9	9.042560246157969e-05
ENSG00000146966.12	8.957677111964142e-05
ENSG00000163584.17	8.906812454685291e-05
ENSG00000276122.1	8.87744446813459e-05
ENSG00000146090.15	8.801564849832542e-05
ENSG00000103544.14	8.801564849832507e-05
ENSG00000176533.12	8.478705779163896e-05
ENSG00000235026.5	8.423963764619823e-05
ENSG00000135437.9	7.7095741973922e-05
ENSG00000086712.12	7.331725534825246e-05
ENSG00000100604.12	7.281066202364133e-05
ENSG00000150471.15	7.189270867884364e-05
ENSG00000251026.1	6.92996687347033e-05
ENSG00000270403.1	6.872852233675917e-05
ENSG00000172164.13	6.677925433526802e-05
ENSG00000254142.2	6.51585035507643e-05
ENSG00000140297.12	6.467034454531704e-05
ENSG00000230316.6	6.335462316798472e-05
ENSG00000263812.5	4.6980752155291535e-05
ENSG00000167523.13	4.646416807187737e-05
ENSG00000064787.12	4.4284518129577205e-05
ENSG00000233760.1	2.3314474438631062e-05
ENSG00000172554.11	2.2835500662819753e-05
ENSG00000223812.5	2.2408337369807373e-05
ENSG00000244476.2	2.1793519839546093e-05
ENSG00000187398.11	8.313134267529665e-18
ENSG00000104332.11	7.080803203773298e-18
ENSG00000264058.1	7.021007282535234e-18
ENSG00000163710.7	7.000006351575049e-18
ENSG00000232679.1	6.923843229777593e-18
ENSG00000227954.6	5.7804240565009516e-18
ENSG00000183690.12	5.594028726695116e-18
ENSG00000132514.13	5.513488597442744e-18
ENSG00000107562.16	5.318880486968372e-18
ENSG00000167080.8	4.963397234366613e-18
ENSG00000176490.4	4.885448852702173e-18
ENSG00000187783.11	4.788151101433058e-18
ENSG00000275395.4	4.5454524069839064e-18
ENSG00000089486.16	4.529503451169927e-18
ENSG00000141431.9	4.362324728371721e-18
ENSG00000188175.9	4.333637249071835e-18
ENSG00000145506.13	4.217636587828149e-18
ENSG00000179314.13	4.179714534092348e-18
ENSG00000179277.9	3.732624917719562e-18
ENSG00000064205.10	3.730333184031232e-18
ENSG00000189221.9	3.593607377458551e-18
ENSG00000143256.4	3.583543214394164e-18
ENSG00000104756.15	3.509008339378511e-18
ENSG00000280061.1	3.380409093300227e-18
ENSG00000183549.10	3.2844293015189438e-18
