gene_id	lasso_coef	abs_coef
ENSG00000279473.1	0.9170107299945662	0.9170107299945662
ENSG00000238249.2	0.7637032287669767	0.7637032287669767
ENSG00000229237.2	0.5286600620923627	0.5286600620923627
ENSG00000062038.13	0.5245498724384139	0.5245498724384139
ENSG00000240854.1	0.4817064506561896	0.4817064506561896
ENSG00000235734.4	0.30410268477211305	0.30410268477211305
ENSG00000213235.3	0.28374084009170986	0.28374084009170986
ENSG00000167767.13	0.25327892322309165	0.25327892322309165
ENSG00000251026.1	0.23796313590125445	0.23796313590125445
ENSG00000100146.16	-0.1887288380707096	0.1887288380707096
ENSG00000143536.7	-0.1833600291266852	0.1833600291266852
ENSG00000147576.15	-0.17118416665977748	0.17118416665977748
ENSG00000175832.12	0.14006603058959757	0.14006603058959757
ENSG00000105464.3	0.12804998478689966	0.12804998478689966
ENSG00000225558.1	0.12405987724904421	0.12405987724904421
ENSG00000170373.8	0.11337429948500975	0.11337429948500975
ENSG00000247381.2	0.11032364234135694	0.11032364234135694
ENSG00000077009.13	-0.10140537318851282	0.10140537318851282
ENSG00000123500.9	0.08227379004823504	0.08227379004823504
ENSG00000233532.5	0.07101116668069993	0.07101116668069993
ENSG00000231172.2	0.06017954931427319	0.06017954931427319
ENSG00000228742.9	0.05779554832966474	0.05779554832966474
ENSG00000124440.15	-0.040346252177427544	0.040346252177427544
ENSG00000163347.5	0.03750814163300312	0.03750814163300312
ENSG00000260668.1	0.03573023059388956	0.03573023059388956
ENSG00000232679.1	0.034033218397287957	0.034033218397287957
ENSG00000234743.1	0.0337878495183484	0.0337878495183484
ENSG00000268297.1	-0.027886201368700583	0.027886201368700583
ENSG00000244538.1	0.027803180475479205	0.027803180475479205
ENSG00000236768.1	0.020642987921612985	0.020642987921612985
ENSG00000112077.15	-0.015098167501717384	0.015098167501717384
ENSG00000236452.1	0.014942884286961042	0.014942884286961042
ENSG00000187922.13	-0.010961537078483172	0.010961537078483172
ENSG00000272328.1	0.00850395564608772	0.00850395564608772
ENSG00000213366.12	-0.006777183577910015	0.006777183577910015
ENSG00000167549.18	-0.0032447104819634046	0.0032447104819634046
ENSG00000184451.5	-0.0027407845395537598	0.0027407845395537598
ENSG00000153902.13	-0.001755496004433106	0.001755496004433106
ENSG00000165816.12	0.0014418879892314357	0.0014418879892314357
ENSG00000235688.2	-0.0006500861142791418	0.0006500861142791418
