gene_id	rf_importance
ENSG00000279473.1	0.06375070336202054
ENSG00000234743.1	0.06289570296464081
ENSG00000219928.2	0.05655212114654342
ENSG00000213790.2	0.04705222200670709
ENSG00000062038.13	0.043617502263907676
ENSG00000206228.4	0.038839693034029885
ENSG00000105976.14	0.03580911142148361
ENSG00000050344.8	0.032557318401841645
ENSG00000171617.13	0.027013073816932003
ENSG00000114346.13	0.025849810294075213
ENSG00000249264.1	0.024124936110211305
ENSG00000240854.1	0.023364126732069442
ENSG00000214199.3	0.02334660047561983
ENSG00000229237.2	0.02319594739708146
ENSG00000139515.5	0.019368609549023526
ENSG00000163347.5	0.019246122316899848
ENSG00000204253.4	0.016372595015666444
ENSG00000111110.11	0.013197535795813746
ENSG00000230910.2	0.013188355365676342
ENSG00000171017.10	0.013041175748061677
ENSG00000167767.13	0.012975246797435887
ENSG00000224126.2	0.012947600498935714
ENSG00000235734.4	0.012802306549791498
ENSG00000279312.1	0.012755260421258761
ENSG00000068489.12	0.01248793877642577
ENSG00000147576.15	0.009931259927673314
ENSG00000137673.8	0.00972730521746233
ENSG00000235776.2	0.00966662436578118
ENSG00000065325.12	0.009635390678490448
ENSG00000149451.17	0.009543820865084643
ENSG00000273729.1	0.009531261434553863
ENSG00000128482.15	0.009492494031122928
ENSG00000042062.11	0.009424411325838168
ENSG00000241431.1	0.009346473169445318
ENSG00000071539.13	0.009342165598360737
ENSG00000259479.6	0.009341306491591574
ENSG00000136108.14	0.009303696745965633
ENSG00000011426.10	0.00926532560150598
ENSG00000164283.12	0.006753188019198538
ENSG00000088002.11	0.006643678100429429
ENSG00000246090.6	0.006566711850133106
ENSG00000078114.18	0.0065542014797897175
ENSG00000216866.5	0.006552758162390866
ENSG00000170373.8	0.006409403017070223
ENSG00000165480.15	0.0064087514000628395
ENSG00000152056.16	0.006402252500805907
ENSG00000100146.16	0.006401658435969839
ENSG00000154258.16	0.006390937928498241
ENSG00000175832.12	0.006358953127715757
ENSG00000183742.12	0.006351551180573453
ENSG00000139734.17	0.006313137861125996
ENSG00000138180.15	0.006262220374807586
ENSG00000213236.3	0.006259149729849592
ENSG00000165816.12	0.006028993423732282
ENSG00000276043.4	0.0035691519624159174
ENSG00000213366.12	0.003313054291622636
ENSG00000105464.3	0.003291859374802021
ENSG00000167371.16	0.0032701148244184473
ENSG00000238249.2	0.0032355605148809306
ENSG00000139629.15	0.0032218899771779097
ENSG00000088325.15	0.0031766173527661536
ENSG00000113594.9	0.003173164824324568
ENSG00000073111.13	0.003142912914055133
ENSG00000256210.3	0.003133762912178826
ENSG00000165490.12	0.0031217212347722624
ENSG00000166292.11	0.0030916472983529624
ENSG00000153902.13	0.003089909732729548
ENSG00000164171.10	0.0030760159881312384
ENSG00000141338.13	0.0030504126527225108
ENSG00000173898.11	0.0030451363634702994
ENSG00000165244.6	0.0030217982303264532
ENSG00000250510.7	0.002990669648472424
ENSG00000268942.2	0.0029828593361472507
ENSG00000121621.6	0.0029687025310194217
ENSG00000138160.5	0.002944966177555688
ENSG00000168079.16	0.0006136741789829855
ENSG00000167549.18	0.000529827430956532
ENSG00000179934.6	0.0004715752145968135
ENSG00000165072.9	0.0004684248237266242
ENSG00000229970.3	0.0004520887369274288
ENSG00000215199.3	0.00043435191693961926
ENSG00000280119.1	0.0004036703036618238
ENSG00000094804.9	0.0003878422878664094
ENSG00000176533.12	0.00037386316933808153
ENSG00000214021.15	0.00036619783887870426
ENSG00000144339.11	0.00033757142977010833
ENSG00000149554.12	0.00032700205926324607
ENSG00000162461.7	0.0003205545365560372
ENSG00000159263.15	0.00031696049030324936
ENSG00000168309.16	0.0002975792309302273
ENSG00000154263.17	0.0002772342904942501
ENSG00000250978.5	0.0002743677748293411
ENSG00000214548.14	0.00026573706129270365
ENSG00000169679.14	0.00025719256780368157
ENSG00000265688.1	0.00025213908060600507
ENSG00000183734.4	0.0002488559737202694
ENSG00000130653.15	0.000247982208634598
ENSG00000186451.1	0.00024392156795145892
ENSG00000114656.10	0.00024103691919380248
ENSG00000122641.9	0.00022965726292461825
ENSG00000198176.12	0.0002282458739886912
ENSG00000103355.12	0.00022569732871511678
ENSG00000182489.8	0.00022386250465384865
ENSG00000106631.8	0.00021085696156309511
ENSG00000165905.16	0.000203784661184926
ENSG00000244538.1	0.00020299268086994637
ENSG00000142945.12	0.00020053612807490948
ENSG00000272789.1	0.0001948747897947057
ENSG00000198759.11	0.00018720234037003934
ENSG00000163032.11	0.00018243087906112714
ENSG00000228742.9	0.00018025946067917512
ENSG00000111247.14	0.00017737231011418641
ENSG00000167600.13	0.00017640365553038285
ENSG00000243480.7	0.0001712757415484437
ENSG00000123560.13	0.0001707875123202619
ENSG00000127423.10	0.0001601000214890141
ENSG00000115507.9	0.00015670197364155643
ENSG00000179532.12	0.00015544788980612027
ENSG00000090889.11	0.0001548118637698472
ENSG00000254973.1	0.00015421817961946694
ENSG00000125414.18	0.00014991028120086027
ENSG00000268222.1	0.00014941098701775845
ENSG00000169248.12	0.00014848135506154603
ENSG00000138028.14	0.0001377169559720903
ENSG00000142046.14	0.00013753800281878032
ENSG00000214182.5	0.00013530013061964955
ENSG00000172031.6	0.0001351046675478899
ENSG00000236081.1	0.00013503798935406348
ENSG00000022267.16	0.00013450511786657085
ENSG00000140263.13	0.00013348716850306939
ENSG00000197953.5	0.00013332150796632628
ENSG00000105989.8	0.00013151367142342065
ENSG00000281406.1	0.00012911432881465419
ENSG00000136546.13	0.000129078520780393
ENSG00000280061.1	0.00012860840185974033
ENSG00000254251.1	0.00012806719808602685
ENSG00000101955.14	0.00012740712704179287
ENSG00000165197.4	0.00012740599419025253
ENSG00000163535.17	0.00011722987678320498
ENSG00000164850.14	0.00011516893315158765
ENSG00000247844.1	0.00011392613169659518
ENSG00000164379.5	0.0001137285661449081
ENSG00000236452.1	0.00011371963714910377
ENSG00000267573.1	0.00011371724878235963
ENSG00000196361.9	0.00011370107442964302
ENSG00000213886.3	0.0001136732993731677
ENSG00000272328.1	0.00011209698005336322
ENSG00000211445.11	0.00011185713888383118
ENSG00000179546.4	0.0001117436997023197
ENSG00000108018.15	0.00010736353017700855
ENSG00000152779.13	0.00010708170082716064
ENSG00000196260.3	0.00010673976145336658
ENSG00000221932.6	0.00010672749158788059
ENSG00000112936.18	0.00010651145993430163
ENSG00000163993.6	0.00010647023626010041
ENSG00000106278.11	9.240532571380159e-05
ENSG00000144712.11	9.21937076794917e-05
ENSG00000108231.11	9.214077240635575e-05
ENSG00000153820.12	9.202157327882443e-05
ENSG00000148734.7	9.191664330439056e-05
ENSG00000189433.5	9.187660769490962e-05
ENSG00000231172.2	9.180471314161781e-05
ENSG00000198610.10	9.171531546881803e-05
ENSG00000169933.12	9.150456366416796e-05
ENSG00000185269.11	9.133729668986404e-05
ENSG00000184672.11	9.1299575956399e-05
ENSG00000015413.9	9.127467420854337e-05
ENSG00000218586.3	9.126085429578257e-05
ENSG00000267774.2	8.999895139636694e-05
ENSG00000162063.12	8.645093067634e-05
ENSG00000280073.1	8.561340134839784e-05
ENSG00000174403.15	8.553352803706113e-05
ENSG00000157766.15	8.546132903250358e-05
ENSG00000165566.12	8.545741861861397e-05
ENSG00000273079.4	8.545375417810305e-05
ENSG00000261490.1	8.544980794749626e-05
ENSG00000104833.10	6.946292844378848e-05
ENSG00000213100.2	6.925189306070098e-05
ENSG00000260668.1	6.910525725437093e-05
ENSG00000123500.9	6.892908822402493e-05
ENSG00000087586.17	6.890634852348287e-05
ENSG00000091592.15	6.888876157301164e-05
ENSG00000137699.16	6.876333690270812e-05
ENSG00000164611.12	6.869237476515196e-05
ENSG00000109132.6	6.47154063585141e-05
ENSG00000203867.7	6.467499084477931e-05
ENSG00000224713.4	6.45443570794382e-05
ENSG00000177108.5	6.444741000846814e-05
ENSG00000213373.7	6.439888672707086e-05
ENSG00000149243.15	6.439330584726272e-05
ENSG00000135298.13	6.433948040729132e-05
ENSG00000235979.8	6.4333419990405e-05
ENSG00000215895.4	4.612637201276169e-05
ENSG00000280693.2	4.6105255154268285e-05
ENSG00000166473.16	4.597701149430505e-05
ENSG00000125398.5	4.597701149427164e-05
ENSG00000234645.3	4.597283973023001e-05
ENSG00000139618.14	4.59692292982211e-05
ENSG00000170500.12	4.596041015931282e-05
ENSG00000108381.10	4.595828370242324e-05
ENSG00000259295.6	4.31783590380461e-05
ENSG00000071991.8	4.3151855491656764e-05
ENSG00000258274.1	4.312062516822626e-05
ENSG00000244056.3	4.3060639109975416e-05
ENSG00000109906.13	4.3033030192595805e-05
ENSG00000185149.5	4.3014803178690994e-05
ENSG00000266964.5	4.301316652794643e-05
ENSG00000063127.15	4.300491121861787e-05
ENSG00000213856.3	4.299960946009803e-05
ENSG00000197587.10	3.51314207160515e-05
ENSG00000103888.15	2.333812636600265e-05
ENSG00000245694.8	2.332084860647842e-05
ENSG00000186871.6	2.3139522009785742e-05
ENSG00000198300.12	2.3106870919038586e-05
ENSG00000156395.12	2.310083985474825e-05
ENSG00000265489.1	2.310022867427988e-05
ENSG00000139292.12	2.309983458135663e-05
ENSG00000257588.1	2.309774468899602e-05
ENSG00000099953.9	2.3087450438892353e-05
ENSG00000147588.6	2.307117040137356e-05
ENSG00000143590.13	2.3070767441448502e-05
ENSG00000015475.18	2.3070198616881183e-05
ENSG00000228053.1	2.3065372529001337e-05
ENSG00000018625.14	2.3065372528986486e-05
ENSG00000101003.9	2.30617663842098e-05
ENSG00000177511.5	2.3059809443411858e-05
ENSG00000186007.9	2.305915314052959e-05
ENSG00000089723.9	2.2898508499525656e-05
ENSG00000092054.12	2.1844117419113247e-05
ENSG00000144847.12	2.183013692567708e-05
ENSG00000169085.11	2.1812965697460976e-05
ENSG00000067840.12	2.17552613018917e-05
ENSG00000169432.14	2.1682732258364052e-05
ENSG00000206579.8	2.167241592325745e-05
ENSG00000167281.18	2.1636419058338778e-05
ENSG00000280429.1	2.1621266009981056e-05
ENSG00000160801.13	2.162074080343693e-05
