gene_id	lasso_coef	abs_coef
ENSG00000279473.1	1.0574540243261354	1.0574540243261354
ENSG00000238249.2	0.658311361890146	0.658311361890146
ENSG00000235734.4	0.6251614708859543	0.6251614708859543
ENSG00000062038.13	0.4422746866125683	0.4422746866125683
ENSG00000163347.5	0.2802285896528482	0.2802285896528482
ENSG00000254251.1	-0.2773189122955761	0.2773189122955761
ENSG00000237949.1	-0.2453763304313327	0.2453763304313327
ENSG00000234602.7	0.20429143567102348	0.20429143567102348
ENSG00000153902.13	-0.15716444673559007	0.15716444673559007
ENSG00000175065.11	0.1560309149460127	0.1560309149460127
ENSG00000124440.15	-0.1333753973367534	0.1333753973367534
ENSG00000247844.1	0.10257089587801546	0.10257089587801546
ENSG00000123500.9	0.10088947627587211	0.10088947627587211
ENSG00000179934.6	0.0991041313470455	0.0991041313470455
ENSG00000175832.12	0.08787787471232232	0.08787787471232232
ENSG00000077009.13	-0.08692968167483574	0.08692968167483574
ENSG00000112077.15	-0.08354610802463368	0.08354610802463368
ENSG00000101003.9	0.07632446917699583	0.07632446917699583
ENSG00000229970.3	0.07572424089210471	0.07572424089210471
ENSG00000251026.1	0.06724631004429232	0.06724631004429232
ENSG00000167549.18	-0.060657102096111026	0.060657102096111026
ENSG00000227487.3	-0.054394581072275724	0.054394581072275724
ENSG00000050344.8	0.05045910691767376	0.05045910691767376
ENSG00000092054.12	-0.04912193825487524	0.04912193825487524
ENSG00000167767.13	0.04041201501738767	0.04041201501738767
ENSG00000156885.5	-0.03580332027492901	0.03580332027492901
ENSG00000225680.1	0.030190294773488228	0.030190294773488228
ENSG00000088325.15	0.02894286568838077	0.02894286568838077
ENSG00000254166.1	0.027588922025845442	0.027588922025845442
ENSG00000147576.15	-0.026047173549554332	0.026047173549554332
ENSG00000270460.1	0.024809085464049432	0.024809085464049432
ENSG00000234638.1	-0.017558227351871375	0.017558227351871375
ENSG00000165816.12	0.006771936684537024	0.006771936684537024
ENSG00000139515.5	0.00024470040953381705	0.00024470040953381705
