gene_id	lasso_coef	abs_coef
ENSG00000122641.9	0.5921632096144765	0.5921632096144765
ENSG00000142959.4	-0.49669459645727665	0.49669459645727665
ENSG00000163815.5	-0.43328509690068595	0.43328509690068595
ENSG00000175832.12	0.417237486425783	0.417237486425783
ENSG00000105464.3	0.38687472235583287	0.38687472235583287
ENSG00000197953.5	-0.2839001343115517	0.2839001343115517
ENSG00000245694.8	0.25899145883947916	0.25899145883947916
ENSG00000163347.5	0.22377003809205542	0.22377003809205542
ENSG00000164379.5	0.22375934081478777	0.22375934081478777
ENSG00000159263.15	0.16553921973815153	0.16553921973815153
ENSG00000114656.10	0.15525867818431185	0.15525867818431185
ENSG00000251026.1	0.13732728445932357	0.13732728445932357
ENSG00000182938.4	-0.1180643972072502	0.1180643972072502
ENSG00000101255.10	0.10861846189117942	0.10861846189117942
ENSG00000184544.11	-0.07223440090264786	0.07223440090264786
ENSG00000070748.17	-0.05451965861540341	0.05451965861540341
ENSG00000034971.14	-0.03667236978629625	0.03667236978629625
ENSG00000139433.9	-0.02705712522586578	0.02705712522586578
ENSG00000164442.9	-0.019526432072380716	0.019526432072380716
