gene_id	lasso_coef	abs_coef
ENSG00000279473.1	1.0070783193232538	1.0070783193232538
ENSG00000235734.4	0.6540678577357347	0.6540678577357347
ENSG00000238249.2	0.47052832872519124	0.47052832872519124
ENSG00000062038.13	0.35949401843456097	0.35949401843456097
ENSG00000254251.1	-0.26916979915605665	0.26916979915605665
ENSG00000237949.1	-0.259521267299568	0.259521267299568
ENSG00000247844.1	0.215065540606398	0.215065540606398
ENSG00000167767.13	0.2144490795499278	0.2144490795499278
ENSG00000153902.13	-0.1900465105453383	0.1900465105453383
ENSG00000234602.7	0.15295520511874727	0.15295520511874727
ENSG00000077009.13	-0.14611784812858233	0.14611784812858233
ENSG00000112077.15	-0.1423515696228479	0.1423515696228479
ENSG00000123500.9	0.14098580243571346	0.14098580243571346
ENSG00000175065.11	0.1297699377428878	0.1297699377428878
ENSG00000175832.12	0.1250053734724834	0.1250053734724834
ENSG00000163347.5	0.11969530121902659	0.11969530121902659
ENSG00000139515.5	0.09680816931326247	0.09680816931326247
ENSG00000167549.18	-0.09362989686074591	0.09362989686074591
ENSG00000101003.9	0.09255650578063918	0.09255650578063918
ENSG00000250957.1	-0.08586480422407435	0.08586480422407435
ENSG00000179934.6	0.083411600045066	0.083411600045066
ENSG00000124440.15	-0.0833292317167964	0.0833292317167964
ENSG00000078114.18	0.062150354378286955	0.062150354378286955
ENSG00000254166.1	0.04884852692860156	0.04884852692860156
ENSG00000092054.12	-0.0477002124482905	0.0477002124482905
ENSG00000251026.1	0.0419111512936763	0.0419111512936763
ENSG00000229970.3	0.03466999615644886	0.03466999615644886
ENSG00000227487.3	-0.03061132477929468	0.03061132477929468
ENSG00000068489.12	0.02828526145365409	0.02828526145365409
ENSG00000165816.12	0.021996279807114535	0.021996279807114535
ENSG00000094804.9	0.017194696346507124	0.017194696346507124
ENSG00000147576.15	-0.014602506373428867	0.014602506373428867
ENSG00000168309.16	-0.009638564837991094	0.009638564837991094
ENSG00000270460.1	0.009155211528290833	0.009155211528290833
